county_name,crime rate per 100000,Murder rate per 100000,Rape rate per 100000,Robbery rate per 100000,Aggrevated Assault rate per 100000,Burglery rate per 100000,Larceny rate per 100000,Motor Vehicle Theft rate per 100000,Arson rate per 100000
"St. Louis city, MO",1791.995377,37.37249384,62.81091402,558.3890257,1133.422944,1568.702578,4331.126577,1112.695342,145.7213205
"Crittenden County, AR",1754.914968,16.08169501,76.3880513,331.6849596,1330.760262,2979.134001,3523.901419,379.9300446,56.28593254
"Alexander County, IL",1664.700485,13.10787783,26.21575567,65.53938917,1559.837462,1074.845982,2411.849522,157.294534,26.21575567
"Kenedy County, TX",1456.31068,0,728.1553398,242.7184466,485.4368932,1213.592233,970.8737864,970.8737864,0
"De Soto Parish, LA",1447.40243,11.07705941,14.76941255,62.77000332,1358.785954,550.1606174,1824.02245,221.5411882,0
"Baltimore city, MD",1419.537569,34.72088268,50.95611023,584.7896815,749.0708949,1254.452632,2902.247856,644.4260124,40.34695164
"Shelby County, TN",1315.003752,14.36988073,51.41223995,373.8297861,875.3918454,1491.380733,3259.301837,344.1320326,46.30294902
"Marlboro County, SC",1253.437132,10.71313788,71.42091919,114.2734707,1057.029604,1456.986751,3835.30336,239.2600793,17.8552298
"Storey County, NV",1217.656012,0,177.5748351,50.73566717,989.3455099,583.4601725,1395.230847,202.9426687,50.73566717
"District of Columbia, DC",1216.801325,13.61282947,36.50713359,624.4885521,542.1928103,544.3584877,3646.846078,566.6340268,7.889253445
"Dillon County, SC",1165.583272,25.61721477,54.43658138,153.7032886,931.8261872,1905.280348,3861.795126,336.2259438,38.42582215
"Scott County, MO",1163.145839,5.09035378,17.81623823,66.17459913,1074.064647,600.661746,2550.267244,99.2618987,20.36141512
"Philadelphia County, PA",1150.29633,21.37570702,56.72288521,514.0471231,558.150615,772.8734552,2484.925942,412.1262068,0
"Pershing County, NV",1148.756725,0,43.62367311,14.54122437,1090.591828,392.613058,625.272648,72.70612186,0
"Greenwood County, SC",1140.226324,10.03972864,55.935631,104.7000273,969.5509373,1384.048305,3677.409176,174.9781277,17.21096338
"Madison County, TN",1138.42383,13.16682366,33.42347543,198.5151874,893.3183434,1316.682366,2637.416061,182.309866,27.3464799
"Davidson County, TN",1129.513728,9.869390011,47.37307205,266.1698568,806.1014087,892.0410202,3093.370503,215.304539,15.18367694
"Marion County, IN",1083.508119,10.98805211,48.79987849,375.5328397,648.1873484,1629.355766,3137.196603,512.4525871,44.59856444
"Wayne County, MI",1065.188284,24.39061485,45.23247974,331.1603342,664.4048549,1119.940426,1954.966926,859.0791388,43.14829325
"Jackson County, MO",1026.623686,17.05892388,52.64736851,281.3251843,675.5922094,1425.743681,3822.669545,728.3866376,46.76498097
"Northwest Arctic Borough, AK",1014.964216,0,299.2843201,156.1483409,559.531555,598.5686402,1639.55758,494.4697463,26.02472349
"Pemiscot County, MO",998.7095326,0,33.66436627,117.8252819,847.2198844,1077.259721,2597.76693,129.0467374,11.22145542
"Iberville Parish, LA",974.0162436,14.98486529,26.97275751,77.92129949,854.1373213,797.1948332,2781.190997,77.92129949,0
"Pulaski County, AR",959.9165823,15.58969955,45.74682328,270.3918382,628.1882213,1805.593891,4603.05047,461.3017655,33.22394987
"Jefferson County, AR",959.1343198,19.12803487,57.3841046,189.9140605,692.7081199,1912.803487,3150.6606,348.4034922,60.11668101
"Miller County, AR",956.1771347,2.304041288,20.7363716,103.681858,829.4548638,1124.372149,3679.553938,299.5253675,13.82424773
"Muskogee County, OK",954.4400666,4.267243219,48.36208981,58.31899065,843.4917429,1248.879849,1883.276674,201.9828457,32.71553134
"Barnwell County, SC",953.9310095,22.60500023,18.08400018,149.1930015,764.0490076,1577.829016,3124.011031,334.5540033,45.21000045
"Tangipahoa Parish, LA",952.8593755,8.771090486,51.03179919,147.5137945,745.5426913,2139.348707,3398.398877,173.827066,0.797371862
"Marion County, SC",941.6313295,24.94387628,37.41581442,159.0172113,720.2544275,2403.966076,3305.063607,286.8545772,37.41581442
"Dillingham Census Area, AK",938.1237525,0,359.2814371,19.96007984,558.8822355,239.5209581,1097.804391,139.7205589,0
"Dougherty County, GA",930.4176661,4.302509439,34.42007551,258.1505663,633.5445148,1721.003775,4134.711571,286.1168777,13.98315568
"Carter County, OK",930.0694974,8.248953414,86.61401085,76.30281908,758.9037141,928.0072591,2736.590295,224.7839805,47.43148213
"Genesee County, MI",922.7783984,16.61145565,58.26046762,235.9308193,611.9756558,1469.752706,2000.837795,225.338007,75.35341474
"Macon County, AL",919.341731,30.4754165,50.79236083,126.9809021,711.0930516,2620.885819,3250.711093,558.7159691,15.23770825
"Milwaukee County, WI",912.6349471,10.77379938,28.86959833,358.3595792,514.5273702,914.622347,3078.796221,546.3257683,36.71459787
"Richland County, SC",911.4452882,6.011180796,46.08571944,202.626886,656.721502,1243.563027,3133.578456,522.7222634,12.77375919
"Grundy County, TN",911.2461105,22.22551489,29.63401985,7.408504964,851.9780708,1163.135279,1237.220329,466.7358127,88.90205956
"Greene County, AL",903.4766697,0,22.87282708,80.05489478,800.5489478,548.94785,1029.277219,171.5462031,137.2369625
"Rock County, MN",892.8571429,0,0,0,892.8571429,94.53781513,546.2184874,31.51260504,0
"San Joaquin County, CA",887.1644385,12.63524324,21.57929183,282.8022982,570.1476052,1138.449613,2391.752168,624.3797728,22.43110598
"Pottawattamie County, IA",873.5225606,1.078422914,85.19541023,89.50910189,697.7396256,1257.441118,3540.462428,611.4657924,59.31326029
"Nolan County, TX",871.1844118,0,179.5570925,66.50262685,625.1246924,950.987564,2294.340626,126.354991,6.650262685
"Kodiak Island Borough, AK",856.0311284,0,56.5970994,70.74637425,728.6876548,162.7166608,1414.927485,219.3137602,21.22391227
"Winnebago County, IL",854.9331535,5.160562295,67.43134732,190.2527299,592.088514,1011.126172,2530.739749,169.2664433,34.74778612
"Suffolk County, MA",831.2342903,7.941728888,41.03226592,298.7413683,483.5189271,523.624658,2147.311129,264.459572,1.455983629
"Saginaw County, MI",828.830479,14.75511595,64.10843484,123.1288987,626.8380295,890.9037254,1377.313755,113.4617537,28.49263771
"Dallas County, AL",828.6503477,21.43061244,57.14829984,166.6825412,583.3888942,1769.216116,3369.368511,376.2263073,61.91065816
"Fulton County, GA",826.1767583,12.49627906,21.94468517,341.8697481,449.866046,1126.798626,3156.580408,776.6996209,13.71542823
"Anchorage Municipality, AK",824.7217146,4.984216647,100.6811763,162.1531816,556.9031401,385.1138063,2898.820402,280.7775378,32.56354876
"Madison County, FL",822.2981632,5.339598462,37.37718924,69.41478001,710.1665955,816.9585647,1692.652713,85.4335754,21.35839385
"Phillips County, AR",818.6675817,4.902201088,39.21760871,127.4572283,647.0905437,2343.25212,2166.772881,161.7726359,53.92421197
"Sangamon County, IL",817.9969369,20.08586708,80.34346833,159.6826433,557.3828115,1056.516609,3152.476838,439.3783424,38.16314746
"Haywood County, TN",812.1158911,0,38.41088674,54.87269535,718.832309,1240.122915,2172.958736,142.6690079,27.43634767
"Lucas County, OH",810.9662621,9.166049868,42.16382939,273.1482861,486.2589455,1745.674197,760.782139,350.3722562,125.3457319
"Robeson County, NC",809.8427036,9.640984567,23.73165432,202.4606759,574.751003,2178.120898,3438.865034,285.521466,51.17137962
"Meade County, KS",805.8945429,0,23.02555837,0,782.8689846,115.1277918,529.5878425,0,0
"Escambia County, FL",798.51676,7.193844685,52.97285632,164.150456,574.199603,1274.945474,3243.769967,222.3551994,17.00363289
"Jefferson County, AL",798.3574913,12.88896235,40.63814011,242.1608573,502.6695316,1502.701375,3003.886401,274.3074457,28.05244746
"Nicholas County, WV",793.3756981,3.85133834,26.95936838,7.70267668,754.8623147,331.2150972,1186.212209,73.17542846,61.62141344
"Franklin County, FL",793.2402138,8.622176237,137.9548198,8.622176237,638.0410416,724.2628039,1120.882911,94.84393861,8.622176237
"St. Clair County, IL",782.1542957,10.48865914,68.55087936,130.7336442,572.3811129,908.7673953,1929.164091,246.1088948,26.22164784
"Orleans Parish, LA",782.1184796,50.96180505,36.17496006,281.4781564,413.5035581,905.9583064,2180.531534,585.6646819,0
"Ector County, TX",781.9089826,3.34721311,29.45547537,109.1191474,639.9871467,729.6924581,2390.579603,345.432393,17.40550817
"Avoyelles Parish, LA",777.2585293,4.84273227,75.06235018,41.16322429,656.1902225,915.2763989,1905.615148,84.74781472,7.264098404
"Rapides Parish, LA",773.792033,6.781040212,32.39830323,127.3328662,607.2798234,1316.27525,3169.759574,187.6087792,3.01379565
"Sumter County, SC",767.644257,11.09847119,27.74617796,95.26187768,633.5377302,1489.969757,2509.179361,320.0059192,49.94312034
"Comanche County, OK",766.7864604,10.40524424,33.61694294,139.2701922,583.494081,1362.286592,2894.258706,264.1331231,33.61694294
"Mississippi County, AR",763.9897241,17.87110466,46.91164973,104.9927399,594.2142299,1990.394281,2843.739529,254.6632414,13.40332849
"Colleton County, SC",762.1467132,5.292685509,37.04879856,68.80491161,651.0003176,1108.817614,3045.94051,513.3904943,37.04879856
"Modoc County, CA",754.3456871,10.93254619,131.1905543,32.79763857,579.4249481,634.087679,983.9291571,43.73018476,54.66273095
"Alameda County, CA",753.6935735,9.690345945,30.21107854,393.9473973,319.8447518,838.879948,2270.011039,826.1494935,21.34409532
"Sumter County, GA",752.455044,0,12.75347532,127.5347532,612.1668155,2362.581303,2633.592654,133.9114909,0
"Darlington County, SC",746.3016118,14.7199529,25.02391992,103.0396703,603.5180687,1734.010451,3637.300361,319.4229778,16.19194819
"Red River Parish, LA",742.0733078,0,0,22.48706993,719.5862379,258.6013043,1304.250056,134.9224196,0
"Lubbock County, TX",740.6920961,4.147599231,48.04302443,113.3677123,575.1337601,1175.153116,3188.121276,286.184347,17.97293
"Socorro County, NM",739.3084622,0,17.06096451,11.37397634,705.1865332,790.4913558,2075.750682,130.8007279,17.06096451
"Duval County, TX",738.8316151,8.591065292,0,42.95532646,687.2852234,902.0618557,1469.072165,558.419244,42.95532646
"Bernalillo County, NM",738.4818924,7.415965981,48.79705616,175.6100744,506.6587959,1165.344894,3266.733015,449.7041771,20.61638543
"Marion County, TX",732.7796776,9.770395701,87.93356131,48.85197851,586.2237421,1123.595506,1406.936981,127.0151441,39.0815828
"Lee County, SC",730.3646373,0,21.80192947,98.10868262,610.4540252,1389.873004,2785.19649,359.7318363,43.60385894
"Shasta County, CA",725.2206951,3.911051514,54.19599955,92.1890714,574.9245726,979.9977651,2024.248519,504.5256453,19.55525757
"Laurens County, SC",724.7580365,9.059475456,46.80728986,73.98571623,594.905555,1108.275831,2415.860122,179.6795966,19.62886349
"North Slope Borough, AK",722.6925459,10.32417923,144.5385092,30.97253768,536.8573198,371.6704522,609.1265744,113.5659715,10.32417923
"Hinds County, MS",721.5219335,26.94988546,58.3914185,345.4485318,290.7320977,1889.350304,3028.18713,519.3977926,28.17488026
"Cibola County, NM",720.6877629,3.658313517,54.87470276,25.60819462,636.546552,848.7287361,728.00439,186.5739894,7.316627035
"Tulsa County, OK",719.1412721,7.229972574,61.2137678,180.2673162,470.4302155,1171.416223,2503.498503,434.1196866,42.25517305
"Putnam County, FL",717.8582747,6.889234882,50.98033812,70.27019579,589.7185059,1417.804539,2689.557298,110.2277581,9.644928834
"Jefferson County, TX",710.8948399,7.925249051,45.17391959,219.5293987,438.2662725,1247.037938,2557.477869,205.6602129,39.2299828
"Ohio County, WV",706.6572141,0,54.88599721,105.1981613,548.8599721,736.3871292,1747.204245,128.0673268,9.147666202
"San Francisco County, CA",701.4217104,8.239376578,13.13523802,424.3875994,255.6594964,644.9401869,3493.495669,642.5519618,25.19577475
"Bamberg County, SC",699.9351912,0,12.9617628,136.0985094,550.874919,1497.083603,2689.565781,265.7161374,12.9617628
"Merced County, CA",696.3544912,8.737672284,20.51453493,125.7465011,541.3557828,1020.408163,2297.248013,515.9025636,31.53159998
"Harris County, TX",696.1038338,7.078865712,26.35551632,287.0514634,375.6179884,1006.351841,2633.430278,480.2791333,26.58609826
"Jim Wells County, TX",695.7773512,31.19001919,40.78694818,16.79462572,607.0057582,1120.441459,2612.763916,223.1285988,33.58925144
"Oklahoma County, OK",694.8738489,10.98981125,52.69813107,150.5471734,480.6387331,1339.697714,3076.882336,551.2118584,19.19906785
"McKinley County, NM",694.3307688,9.548753206,57.29251923,91.39520925,536.0942871,736.6181044,2203.033775,173.2416653,24.55393681
"Mississippi County, MO",693.1802269,14.00364095,28.00728189,42.01092284,609.1583812,896.2330206,2002.520655,91.02366615,56.01456379
"Alpine County, CA",690.2502157,0,258.8438309,0,431.4063848,1553.062985,1725.625539,431.4063848,0
"Calhoun County, GA",689.8666258,0,0,214.6251725,475.2414533,321.9377587,751.1881036,107.3125862,0
"Dyer County, TN",688.2474551,0,23.55219428,60.18894094,604.5063198,1012.744354,2836.730955,130.8455238,7.850731426
"Clark County, NV",685.153077,4.635410194,36.44221419,218.0615306,426.013922,864.8491914,1645.274742,405.0066375,14.6459237
"Guadalupe County, NM",681.1689739,0,0,131.8391562,549.3298176,747.088552,1164.579213,175.7855416,21.9731927
"San Juan County, NM",675.0828044,4.742970522,105.1358466,45.05821996,519.3552722,573.1089381,1837.901077,149.4035715,22.92435753
"Fairfield County, SC",675.0616643,17.30927344,34.61854689,64.90977541,558.2240685,913.0641741,2626.682245,294.2576485,21.6365918
"McDonald County, MO",673.8186009,4.433017111,17.73206845,17.73206845,633.9214469,487.6318823,1179.182552,110.8254278,26.59810267
"Taylor County, FL",673.754211,13.12508203,43.75027344,26.25016406,590.6286914,511.8781992,717.5044844,65.62541016,13.12508203
"Wayne County, GA",668.2847358,26.59839745,19.94879808,79.79519234,541.942348,1057.286299,4285.666789,79.79519234,0
"East Baton Rouge Parish, LA",667.0754469,18.86678032,17.29454862,291.3120723,339.6020457,1304.053887,3409.945938,150.709638,47.84076437
"Leon County, FL",664.1948589,6.031684082,48.6082776,204.3676489,405.1872483,1198.531108,2484.344232,227.4299704,8.87012365
"Lander County, NV",663.1299735,0,149.204244,0,513.9257294,629.9734748,911.8037135,182.3607427,49.73474801
"Orange County, FL",662.6310837,6.202729691,36.72668896,161.3525868,458.3490782,1145.383006,2614.450565,327.5204506,4.080743218
"Leflore County, MS",661.2459265,6.327712216,75.93254659,145.537381,433.4482868,1901.477521,2866.453634,107.5711077,9.491568323
"Essex County, NJ",659.9836619,15.32489409,16.71806628,372.1036267,255.9637269,614.1356316,1362.649054,744.9671655,15.07159005
"Peach County, GA",658.9175983,0,7.40356852,70.33390094,581.1801288,1058.710298,2546.827571,173.9838602,3.70178426
"Burke County, GA",658.7270427,8.724861493,4.362430746,47.98673821,597.6530123,937.9226105,1731.885006,91.61104567,0
"Hamilton County, TN",658.496643,7.456843518,26.09895231,160.6089373,464.3319098,976.5596992,2906.16136,348.7508353,10.61166193
"Miami-Dade County, FL",656.0124348,8.023915854,21.77920018,229.4839934,396.7253253,806.4035434,3171.051546,361.1144226,8.635261824
"Columbia County, FL",654.3979391,4.441614971,29.61076647,68.10476289,552.2407948,1202.197119,1949.868972,78.46853116,4.441614971
"Crockett County, TN",651.0862861,6.853539853,75.38893839,13.70707971,555.1367281,555.1367281,1171.955315,102.8030978,0
"Lenoir County, NC",650.100146,1.697389415,30.55300947,129.0015955,488.8481515,1351.121974,2491.767661,113.7250908,18.67128357
"Hempstead County, AR",649.6395835,8.899172377,71.19337902,53.39503426,516.1519979,1477.262615,2736.495506,226.9288956,26.69751713
"Hutchinson County, TX",646.2257665,0,91.6632293,22.91580732,531.6467299,843.3017095,2241.165956,96.24639076,22.91580732
"Richmond city, VA",644.9835135,20.54980057,20.08275965,298.9061902,305.4447631,965.840627,3191.290621,444.6229579,25.22020979
"Jefferson Davis County, MS",644.4593237,41.84800803,16.73920321,25.10880482,569.1329093,1724.137931,401.7408771,142.2832273,0
"Conecuh County, AL",644.0599053,7.759757896,31.03903158,62.07806316,543.1830527,838.0538527,1955.45899,325.9098316,38.79878948
"Morehouse Parish, LA",639.3909155,0,11.08770374,125.6606423,502.6425694,1164.208892,3111.948849,184.7950623,22.17540747
"Early County, GA",635.553026,9.48586606,28.45759818,75.88692848,521.7226333,996.0159363,1859.229748,56.91519636,0
"Henderson County, TN",634.6263548,3.5653166,28.5225328,35.653166,566.8853394,727.3245864,1939.53223,153.3086138,10.6959498
"Richmond County, NY",634.123325,5.078064665,13.96467783,241.8428297,373.2377529,222.8000872,1393.505578,97.96433083,0
"New York County, NY",634.0093435,4.981062737,13.95927459,241.7967739,373.2722323,222.7949419,1397.772297,97.8994059,0
"Jefferson County, IL",633.9923403,0,51.75447676,69.86854363,512.3693199,843.5979712,2152.986233,77.63171514,41.40358141
"Bronx County, NY",632.0428157,5.004465252,13.88562894,241.0601572,372.0925643,223.0863735,1390.043088,97.62231512,0
"Queens County, NY",630.3962024,4.964778381,13.80556796,240.4868967,371.1389594,221.5858983,1385.521574,97.33578669,0
"Kings County, NY",630.2492642,4.976565776,13.81093448,240.5340125,370.9663295,221.5150441,1387.497401,97.37094588,0
"Warren County, GA",629.7229219,0,0,17.99208348,611.7308384,539.7625045,1079.525009,89.96041742,0
"Nash County, NC",628.8580653,11.56762327,17.87723597,105.1602116,494.2529944,1183.05238,2083.223791,174.5659512,12.61922539
"Lauderdale County, TN",626.0118726,7.195538766,32.37992445,57.56431013,528.8720993,1511.063141,1698.147149,147.5085447,14.39107753
"Cocke County, TN",625.7222582,8.455706192,11.27427492,67.64564954,538.3466276,1361.368697,2911.581499,250.852617,42.27853096
"Bowie County, TX",622.5464503,7.487672083,35.29902553,94.13073475,485.6290179,1147.753164,2718.024966,257.7898531,28.88102089
"Hampton County, SC",622.3049784,0,34.3002744,88.20070561,499.8039984,994.7079577,1646.413171,132.3010584,83.30066641
"Hendry County, FL",621.814203,0,40.03095727,98.74302794,483.0402178,1587.894639,1723.999893,138.7739852,21.34984388
"Duval County, FL",621.5464156,10.61121741,40.07427852,162.1032788,408.7576409,905.9044652,3085.719446,193.2596192,10.83698799
"Durham County, NC",621.2408853,7.288300889,24.2943363,219.6902125,369.9680356,1296.276372,2599.841046,267.9318232,21.17077877
"Greene County, MO",620.7066615,5.98865678,57.4206503,127.523162,429.4219185,1008.560256,4585.19745,436.1151231,30.29555783
"Jefferson County, FL",619.9802734,0,21.13569114,42.27138227,556.5731999,725.658729,450.8947443,63.40707341,14.09046076
"Escambia County, AL",618.6978385,7.898270279,18.42929732,47.38962167,544.9806492,787.1942711,2087.77611,163.2309191,36.85859463
"Horry County, SC",617.6419817,7.250129467,69.39409632,143.6216123,397.3761436,1090.281374,3482.824098,370.4470913,19.67892284
"Nueces County, TX",616.5739392,5.112082407,55.09688816,111.3297946,445.035174,773.3444663,3401.238828,139.4462479,11.6441877
"Sedgwick County, KS",615.5337693,4.748572955,54.01501736,101.5007469,455.2694321,905.1967195,3390.48109,389.1851251,31.65715303
"Edgecombe County, NC",615.3956886,5.398207795,25.19163638,109.7635585,475.042286,1322.56091,2341.02278,149.3504157,23.39223378
"Montgomery County, KS",615.303861,2.916132042,49.57424472,49.57424472,513.2392395,883.5880089,2502.041292,139.974338,58.32264085
"Caddo Parish, LA",614.7822368,6.669622225,38.44841047,171.0561935,398.6080106,1036.53776,2965.235575,187.9264145,30.99412681
"Graham County, AZ",613.6278747,2.667947281,0,0,610.9599274,317.4857265,669.6547676,56.02689291,18.67563097
"Madera County, CA",612.9051309,1.312430687,22.96753703,91.21393276,497.4112305,1085.380178,1125.409314,425.2275427,7.21836878
"Sebastian County, AR",612.5237549,4.711721192,60.46708863,76.17282593,471.1721192,990.2467371,2987.231236,156.2720862,9.423442384
"Emanuel County, GA",612.2359732,8.746228189,26.23868457,61.22359732,516.0274632,1106.397866,3494.118162,258.0137316,8.746228189
"Camden County, NJ",610.3101467,13.84409598,22.81351028,230.47495,343.1775905,777.2192476,2208.230803,270.6423271,33.73279725
"Nye County, NV",609.9723385,0,26.00657257,61.47008062,522.4956853,789.6541126,1624.228669,297.8934676,23.6423387
"Greenlee County, AZ",607.8019671,11.05094486,33.15283457,11.05094486,552.5472428,408.8849597,972.4831473,44.20377942,0
"Alachua County, FL",605.2451953,3.945535823,54.44839436,99.82205633,447.0292088,756.3592174,2497.91873,140.8556289,9.863839559
"Union County, AR",604.5117216,2.457364722,9.829458888,88.46512999,503.759768,1282.744385,1970.806507,152.3566128,17.20155305
"Peoria County, IL",603.941007,7.429854216,28.12730524,184.1542438,383.6988999,960.0433054,2412.049101,153.904123,32.37293623
"Madison County, AL",603.3578174,5.188934885,30.84533515,150.7673858,416.5561616,927.3779735,2466.473715,264.9239533,9.513047288
"Calhoun County, MI",602.1686961,8.147423933,61.47601695,82.95558913,448.8489912,1040.648239,2060.55758,125.9147335,30.36767102
"Williamsburg County, SC",601.8084495,12.09665225,33.26579369,117.9423595,438.5036441,1330.631748,2373.968004,350.8029153,51.41077207
"Roberts County, TX",601.6847172,0,120.3369434,0,481.3477738,120.3369434,1564.380265,361.0108303,0
"Bradley County, TN",600.895452,0.981855314,37.31050192,53.02018695,509.5829079,668.6434687,2365.289451,157.0968502,6.872987197
"Anderson County, SC",600.0807801,9.441830456,28.85003751,82.35374342,479.4351687,1278.843481,3342.407981,437.9960239,18.88366091
"Denver County, CO",599.0808243,6.004665163,58.96889122,180.1399549,353.9673131,793.2316646,2287.469496,567.8257723,15.08864579
"Chester County, SC",598.5634477,6.139112284,36.83467371,76.73890355,478.8507582,1194.057339,2661.305175,184.1733685,6.139112284
"Lowndes County, AL",597.9631879,9.343174811,28.02952443,74.74539849,476.5019154,1093.151453,1186.583201,233.5793703,65.40222368
"Willacy County, TX",597.6004744,0,63.86569956,18.24734273,515.4874321,1030.974864,2112.129921,72.98937092,31.93284978
"Cook County, IL",596.6569351,10.80008396,8.834697655,297.3457744,279.6763791,653.2142653,2206.460969,386.3033564,17.02062702
"Clark County, IN",593.2458517,2.656324709,14.16706512,64.63723459,512.6706689,844.7112575,2999.876038,232.8711328,3.541766279
"DeKalb County, GA",592.9851123,11.21484846,22.85025374,299.9971963,258.9228138,1495.640228,3006.841058,781.534752,25.79415146
"Potter County, TX",592.6303417,4.109780456,49.31736547,126.581238,412.6219577,1001.142519,2900.683046,298.3700611,24.65868273
"Arkansas County, AR",591.1487458,0,21.30265751,127.815945,442.0301433,1805.400224,2284.710018,181.0725888,37.27965064
"Chicot County, AR",591.0895457,0,35.2889281,70.5778562,494.0449934,732.2452581,1508.601676,17.64446405,17.64446405
"Cochise County, AZ",590.856781,3.089447221,30.89447221,40.16281387,516.7100477,550.6939671,2056.027125,152.1552756,24.71557777
"Wyandotte County, KS",590.457901,9.976057462,56.11532322,178.3220271,345.4209896,1143.505587,3170.515762,783.1205108,49.88028731
"Turner County, GA",590.1155643,0,73.76444554,49.17629702,467.1748217,565.5274158,1979.345955,233.5874109,36.88222277
"Lake County, CA",588.7879737,4.697776386,51.67554024,93.95552772,438.4591293,1199.498904,1500.156593,314.7510179,39.14813655
"Luna County, NM",588.020601,0,36.49783041,24.33188694,527.1908837,985.441421,2364.248347,113.5488057,16.22125796
"Manatee County, FL",585.7833537,7.599983631,41.21529584,113.4151403,423.5529339,795.0752106,2250.472076,118.0920533,4.092298878
"Hampden County, MA",583.3274487,2.353852508,32.31197533,168.6214342,380.0401867,977.9187236,2104.772115,263.4174943,24.60845803
"Haralson County, GA",582.5583436,3.509387612,21.05632567,14.03755045,543.9550798,1087.91016,1551.149324,315.8448851,3.509387612
"New Castle County, DE",581.7888096,8.368444415,23.64995161,212.3037964,337.4666172,784.0868572,2298.957219,184.6515453,4.002299503
"Calhoun County, AL",580.7976974,5.139802632,31.69544956,112.2190241,431.7434211,1464.84375,2982.798794,125.9251645,29.12554825
"Jackson County, IL",580.1317417,1.6718494,48.48363259,88.60801819,441.3682415,815.8625071,2813.72254,122.0450062,33.436988
"St. James Parish, LA",579.2570798,4.597278411,27.58367047,41.3755057,505.7006252,588.4516366,1843.508643,73.55645458,0
"Sullivan County, TN",578.5625339,1.91576998,35.76103962,44.70129953,496.1844248,687.7614228,2636.738082,190.938408,23.62782975
"Greenville County, SC",577.3131534,4.217042757,39.85105405,95.09431416,438.1507424,843.4085513,2350.579633,264.4085808,14.12709323
"Concordia Parish, LA",577.2429312,9.783778495,19.56755699,24.45944624,523.4321495,694.6482732,1487.134331,88.05400646,0
"Jefferson County, KY",576.7462264,10.30611813,35.14650543,205.7259735,325.699759,1070.647119,2899.058179,321.0752188,33.03242992
"Kern County, CA",575.8432818,7.522068592,20.135999,151.9457856,396.2394286,1264.980489,2034.89314,722.8129296,68.16151386
"Clayton County, GA",575.2781773,10.59722958,26.87154644,262.2814321,275.5279691,1694.421316,2675.043524,619.1809855,12.86806449
"Plumas County, CA",572.6708733,0,79.53762129,5.302508086,487.8307439,758.2586563,1436.979691,121.957686,0
"Emporia city, VA",572.6556908,0,53.68647101,89.47745168,429.4917681,1270.579814,3811.739442,268.432355,35.79098067
"Kershaw County, SC",571.0538102,3.19918101,47.98771514,41.58935313,478.2775609,1060.528505,2132.254143,198.3492226,6.398362019
"Mecosta County, MI",570.6597383,0,46.39510068,0,524.2646377,419.8756611,1602.950728,62.63338591,9.279020135
"Natchitoches Parish, LA",569.7787317,10.22024631,17.88543104,61.32147785,480.3515765,1323.521897,3124.840309,127.7530788,10.22024631
"Eddy County, NM",569.6670332,12.61920643,46.87133818,34.25213174,474.1216131,1132.123091,2877.179067,239.7649222,12.61920643
"Union County, SC",567.2493757,7.135212273,32.10845523,71.35212273,456.6535854,963.2536568,2768.462362,110.5957902,28.54084909
"West Carroll Parish, LA",566.9428696,0,0,0,566.9428696,427.3877017,2485.826428,87.22197994,26.16659398
"Vermilion County, IL",565.1757149,4.979521717,78.42746704,109.5494778,372.2192483,1188.86081,2463.618369,154.3651732,33.61177159
"Rio Arriba County, NM",563.9848273,2.495508085,12.47754043,94.82930725,454.1824716,1000.698742,988.2212018,97.32481533,7.486524256
"Cumberland County, NC",562.7993899,9.206096891,29.15264016,223.4012846,300.7324984,1957.216199,3659.116644,306.5630265,31.91446922
"Hardeman County, TN",562.6092907,15.2056565,11.40424238,41.81555539,494.1838364,855.3181784,1429.331711,205.2763628,30.41131301
"Independence County, AR",562.2077466,0,59.46428089,43.24674974,459.4967159,1624.456037,2243.425143,327.0535449,67.57304646
"St. Mary Parish, LA",562.1649889,1.86765777,35.48549764,76.57396859,448.2378649,769.4750014,2482.117177,136.3390172,5.602973311
"Chambers County, AL",562.0279843,2.927229085,20.49060359,70.25349804,468.3566536,1094.783678,2561.325449,281.0139922,14.63614542
"Tehama County, CA",561.3968314,4.757600266,26.95973484,57.0912032,472.5882931,715.2259067,1420.936613,253.7386809,7.929333777
"Brooks County, GA",560.7115236,0,77.33952049,64.44960041,418.9224027,754.0603248,2113.946894,219.1286414,0
"Champaign County, IL",560.2815073,1.952200374,62.95846206,110.2993211,385.0715237,766.7266968,1971.722378,81.01631551,22.93835439
"Glynn County, GA",559.4542867,7.361240614,15.94935466,153.3591795,382.7845119,1174.117878,3452.421848,137.4098248,9.814987486
"Petersburg city, VA",559.3459955,15.36664823,21.51330752,181.3264491,341.1395906,1213.96521,2885.856537,328.8462721,21.51330752
"Norfolk city, VA",558.2211677,13.81333312,35.7521563,203.9498007,304.7058776,945.4007695,3645.094845,308.3623481,25.18901921
"Henderson County, IL",557.9399142,0,14.30615165,14.30615165,529.3276109,987.1244635,1473.533619,0,14.30615165
"Sierra County, CA",557.9258287,0,0,0,557.9258287,525.1066623,1214.309157,65.63833279,32.81916639
"East Carroll Parish, LA",557.843007,39.84592907,0,39.84592907,478.1511489,757.0726524,903.1743923,0,0
"Claiborne County, TN",557.6679341,3.168567807,12.67427123,41.1913815,500.6337136,1169.201521,1346.641318,161.5969582,28.51711027
